course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites
ECON GOV REGULATION/FIRM STRAT,SEM,4,MR,12:00PM,1:50PM,Ghosal,,19,17,2,ECON,2020-08-28,2020-12-21,FALL 2020,28904,4150,01,ECON-4150,Economics of Government Regulation and Firm Strategy,"Examine regulations related to the environment, intellectual property rights, healthcare, and antitrust. Examine the interaction between regulatory policies and how businesses respond to them with respect to innovation, production, and pricing. Some of the industries and markets examined to highlight the regulatory policy issues include automobiles, information technology, telecommunications and media, healthcare services, pharmaceuticals, medical devices, retail sector, high-speed rail, and taxi and ridesharing.",Prerequisite: ECON 1200/IHSS 1200 or permission of instructor.,Upon availability of instructor.,"['ECON-1200', 'IHSS-1200']",[]
HEALTH ECONOMICS AND POLICY,LEC,4,TF,12:00PM,1:50PM,Huh,,19,18,1,ECON,2020-08-28,2020-12-21,FALL 2020,29464,4170,01,ECON-4170,Health Economics and Policy,Examine various facets of the healthcare industry. Application of microeconomic theory and tools will be used to: analyze healthcare demand and supply; examine the impact of public policies; study market segments such as health insurance and pharmaceuticals; explore economic choices of healthcare professionals; identify potential socioeconomic and demographic determinants of health status and healthcare; and gain insights into issues related to the ongoing healthcare policy reform.,IHSS 1200/ECON 1200 and MATH 1010 or MATH 1500.,Fall and spring terms annually.,"['IHSS-1200', 'ECON-1200', 'MATH-1010', 'MATH-1500']","['IHSS-1200', 'ECON-1200', 'MATH-1010', 'MATH-1500']"
INTERNAT ECO AND GLOBALIZATION,SEM,4,TF,2:00PM,3:50PM,Mahmoudi,,29,28,1,ECON,2020-08-28,2020-12-21,FALL 2020,28789,4190,01,ECON-4190,International Economics and Globalization,"This course investigates the significance of economic globalization, covering the following topics: international trade and financial flows, technological innovation and intellectual property, technology transfer, national government and transnational corporations, natural resources, health and the environment, impacts on selected industries and countries, and roles of the world trade organization and international monetary fund. The major controversies surrounding globalization are identified, and alternative arguments are evaluated based on available evidence.",Prerequisite: ECON 1200/IHSS 1200 or permission of instructor.,Upon availability of instructor.,"['ECON-1200', 'IHSS-1200']",[]
APPLIED GAME THEORY,LEC,4,TF,2:00PM,3:50PM,Lin,,19,23,-4,ECON,2020-08-28,2020-12-21,FALL 2020,29640,4220,01,ECON-4220,Applied Game Theory,"Game theory has been emerging as a branch of mathematical economics and applied to analyze situations where each decision-maker needs to think strategically about others' perspectives and actions in order to determine ones' own optimal choice. This course provides an introduction and presents selected topics in game theory. It will look into basic definitions and equilibrium concepts and develop a wide range of applications in Economics, Biology, sports, health care, and various fields. The goal of the lecture is to improve understanding of strategic interaction in economic, business, and social situations.",ECON 1200 or IHSS 1200 and MATH 2010.,Fall and spring terms annually.,"['ECON-1200', 'IHSS-1200', 'MATH-2010']","['ECON-1200', 'IHSS-1200', 'MATH-2010']"
BEHAVIORAL ECONOMICS,LEC,4,TF,12:00PM,1:50PM,Chadd,,25,25,0,ECON,2020-08-28,2020-12-21,FALL 2020,29642,4270,01,ECON-4270,Behavioral Economics,"Integrates theory from psychology, neuroscience, and other social sciences into traditional economic models of human behavior. By relaxing the standard assumptions of perfect rationality and selfishness, more realistic modeling features such as loss aversion, present-bias, social norms, and habit formation improve economic analyses. These techniques are used to analyze individuals' health behaviors, health insurance markets, and healthcare policy.",ECON 1200 or IHSS 1200 and MATH 1010 or MATH 1500.,Fall and spring terms annually.,"['ECON-1200', 'IHSS-1200', 'MATH-1010', 'MATH-1500']","['ECON-1200', 'IHSS-1200', 'MATH-1010', 'MATH-1500']"
ECONOMETRIC METHODS-BIG DATA,LAB,4,TF,2:00PM,3:50PM,Staff,,19,8,11,ECON,2020-08-28,2020-12-21,FALL 2020,29644,4280,01,ECON-4280,Econometric Methods for Big Data,"Examine advanced econometric and statistical methods for the analysis of high-dimensional data, otherwise known as ""Big Data."" In this setting, detailed information for each unit of observation informs machine learning techniques such as classification and regression trees; random forests; penalized regressions; and boosted estimation. These prediction methods are then utilized to improve causal modeling, with applications in the study of healthcare demand and supply modeling, and behavior of consumers and businesses.","ECON 1200 or IHSS 1200, and MATH 1500 or MATH 1010, and ENGR 2600, MGMT 2100, MATP 4600, or PSYC 2310.",Fall and spring terms annually.,"['ECON-1200', 'IHSS-1200', 'MATH-1500', 'MATH-1010', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310']","['ECON-1200', 'IHSS-1200', 'MATH-1500', 'MATH-1010', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310']"
ECON-FINANCIAL MARKETS & INST.,LEC,4,TF,10:00AM,11:50AM,Jones,,49,49,0,ECON,2020-08-28,2020-12-21,FALL 2020,29293,4330,01,ECON-4330,Economics of Financial Institutions and Markets,"This course will examine a wide range of financial markets and institutions and the micro-and macroeconomic forces that relate to them. Topics include the use of derivative securities such as future, options, and swap agreements, and their roles in distributing financial risk. The course will be driven by textbook readings, supplemented by current news stories, articles from the financial press, and research articles.",ECON 1200/IHSS 1200.,Fall and spring terms annually.,"['ECON-1200', 'IHSS-1200']","['ECON-1200', 'IHSS-1200']"
BEHAVIORAL FINANCIAL ECON,,4,MR,10:00AM,11:50AM,Aksoy,,19,15,4,ECON,2020-08-28,2020-12-21,FALL 2020,30175,4340,01,ECON-4340,Behavioral Financial Economics,"This course describes how individuals and firms make financial decisions, and how those decisions might deviate from those predicted by traditional financial or economic theory. The course examines how the insights of behavioral economics complement the traditional finance paradigm by introducing some of the main psychological biases in financial decision-making and examining the impacts of these biases in financial markets and other financial settings. It will also introduce students to behavioral and experimental methodologies in finance, economics, and other disciplines.","ECON 1200 or IHSS 1200, and an approved statistics course: ENGR 2600, MGMT 2100, MATP 4600, or PSYC 2310.",Fall and spring terms annually.,"['ECON-1200', 'IHSS-1200', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310']","['ECON-1200', 'IHSS-1200', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310']"
ECONOMETRICS,LAB,4,TF,10:00AM,11:50AM,Lin,,19,20,-1,ECON,2020-08-28,2020-12-21,FALL 2020,27874,4570,01,ECON-4570,Econometrics,"This course is an introduction to econometric data analysis. The statistical methods covered enable analysis of relationships between variables in data, with special attention to identification of true casual effects. Topics covered include linear and simple nonlinear regression models, internal and external validity, methods for panel data and binary dependent variables, instrumental variable methods, use of experimental and quasi-experimental data, and basic time series methods. The course included hands-on data analysis and report writing.","Prerequisites: MATH 2010 or equivalent, ECON 2010 or equivalent, and approved statistics course or permission of instructor.",Fall and spring terms annually.,"['MATH-2010', 'ECON-2010']",[]
ECONOMETRICS,LAB,4,MR,2:00PM,3:50PM,Staff,,20,17,3,ECON,2020-08-28,2020-12-21,FALL 2020,28912,4570,02,ECON-4570,Econometrics,"This course is an introduction to econometric data analysis. The statistical methods covered enable analysis of relationships between variables in data, with special attention to identification of true casual effects. Topics covered include linear and simple nonlinear regression models, internal and external validity, methods for panel data and binary dependent variables, instrumental variable methods, use of experimental and quasi-experimental data, and basic time series methods. The course included hands-on data analysis and report writing.","Prerequisites: MATH 2010 or equivalent, ECON 2010 or equivalent, and approved statistics course or permission of instructor.",Fall and spring terms annually.,"['MATH-2010', 'ECON-2010']",[]
SEMINAR IN ECONOMICS,STU,2,W,12:00PM,1:50PM,Simons,,40,10,30,ECON,2020-08-28,2020-12-21,FALL 2020,26678,4900,01,ECON-4900,Seminar in Economics,Discussion and analysis of selected topics in economic theory and of current economic issues. This is a communication-intensive course.,Prerequisite: ECON 4570.,Fall and spring terms annually.,['ECON-4570'],[]
READINGS IN ECONOMICS,,1-6,,,,Staff,,0,0,0,ECON,2020-08-28,2020-12-21,FALL 2020,26776,4940,00,ECON-4940,Readings in Economics,,,,[],[]
APPLIED ECONOMETRICS,LAB,4,R,2:00PM,4:50PM,Fan,,10,0,10,ECON,2020-08-28,2020-12-21,FALL 2020,30370,4960,01,ECON-4960,Topics in Economics,Selected topics in economic analysis and problems to meet the special needs of upper-division students in various curricula throughout the Institute. This allows students to pursue more in-depth work in their areas of study.,Prerequisites: ECON 1200/IHSS 1200 and permission of instructor.,,"['ECON-1200', 'IHSS-1200']",[]
APPLIED ECONOMETRICS,,3,R,2:00PM,4:50PM,Fan,,19,1,18,ECON,2020-08-28,2020-12-21,FALL 2020,30177,6030,01,ECON-6030,Applied Econometrics,"This course provides skills to apply econometrics to diverse economic topics. Mathematical methods of econometrics are developed for tools such as alternative estimation strategies, instrumental variables, regression discontinuity, nonparametric and quantile estimators, and simultaneous equation models. Methods to identify causal effects are emphasized. Students do hands-on data work that puts to use these econometric tools.",,Fall and spring terms annually.,[],[]
ECON OF INNOVATION & NEW TECH,,3,MR,12:00PM,1:50PM,Simons,,10,2,8,ECON,2020-08-28,2020-12-21,FALL 2020,30179,6110,01,ECON-6110,Economics of Innovation and New Technologies,"Technological innovation is responsible for most economic growth and is crucial to deal with major societal concerns. This course examines the economics of innovation and new technologies. It shows how technologies are created and put to use, from basic science through invention and development to diffusion and practical use. Additional topics include R&D determinants, sources of innovation, product improvement, cost reduction, incentivizing and stimulating innovation, patents, evolution of innovation and technology, innovative competition in industry, and the national innovation environment.",,Fall term annually.,[],[]
